year,site,strength_gtex,mean_dayl.s_Jan,mean_srad.wm2_Jan,mean_tmax.c_Jan,mean_tmin.c_Jan,mean_vp.pa_Jan,sum_prcp.mm_Jan,mean_dayl.s_Feb,mean_srad.wm2_Feb,mean_tmax.c_Feb,mean_tmin.c_Feb,mean_vp.pa_Feb,sum_prcp.mm_Feb,mean_dayl.s_Mar,mean_srad.wm2_Mar,mean_tmax.c_Mar,mean_tmin.c_Mar,mean_vp.pa_Mar,sum_prcp.mm_Mar,mean_dayl.s_Apr,mean_srad.wm2_Apr,mean_tmax.c_Apr,mean_tmin.c_Apr,mean_vp.pa_Apr,sum_prcp.mm_Apr,mean_dayl.s_May,mean_srad.wm2_May,mean_tmax.c_May,mean_tmin.c_May,mean_vp.pa_May,sum_prcp.mm_May,mean_dayl.s_Jun,mean_srad.wm2_Jun,mean_tmax.c_Jun,mean_tmin.c_Jun,mean_vp.pa_Jun,sum_prcp.mm_Jun,mean_dayl.s_Jul,mean_srad.wm2_Jul,mean_tmax.c_Jul,mean_tmin.c_Jul,mean_vp.pa_Jul,sum_prcp.mm_Jul,mean_dayl.s_Aug,mean_srad.wm2_Aug,mean_tmax.c_Aug,mean_tmin.c_Aug,mean_vp.pa_Aug,sum_prcp.mm_Aug,mean_dayl.s_Sep,mean_srad.wm2_Sep,mean_tmax.c_Sep,mean_tmin.c_Sep,mean_vp.pa_Sep,sum_prcp.mm_Sep,mean_dayl.s_Oct,mean_srad.wm2_Oct,mean_tmax.c_Oct,mean_tmin.c_Oct,mean_vp.pa_Oct,sum_prcp.mm_Oct,mean_dayl.s_Nov,mean_srad.wm2_Nov,mean_tmax.c_Nov,mean_tmin.c_Nov,mean_vp.pa_Nov,sum_prcp.mm_Nov,mean_dayl.s_Dec,mean_srad.wm2_Dec,mean_tmax.c_Dec,mean_tmin.c_Dec,mean_vp.pa_Dec,sum_prcp.mm_Dec
1986,"Belle Mina, AL",29.3,35872.6,266.1,11.8,-3.2,501.6,22.2,38667.9,278.4,14.4,2.3,773.7,121.4,42403.5,408,19.3,3.6,849,83.2,46395.6,444.6,24.9,7.6,1072.5,18.8,49741.9,353,27.3,15.1,1735.5,154.8,51414.7,407.8,31.3,19.4,2251.3,136.5,50627.1,404.3,33.8,20.9,2488.6,78.9,47724.9,361.9,31.1,18.4,2129,189.4,43864.6,348.3,29.8,17.9,2070.1,142.1,39881.5,322.3,22.9,9.9,1286.9,106.3,36566.2,212.3,17.2,6.8,1038.4,256.4,34977.8,220,10.4,0.6,662,126.9
1986,"Bossier City, LA",30.3,36450.6,275.4,16.4,0.4,653.9,16,39020.9,300.4,18.4,5.2,959.9,77.1,42465.1,414.6,23.3,6,913.2,17.5,46147.6,390.1,25.5,12.5,1391.5,114.1,49227.9,394.7,28.2,16.3,1841,181.2,50763.4,370.3,31.7,20.8,2465.9,399.2,50040.9,423.3,35,22.5,2724.7,38,47372.3,403.1,33.6,19.8,2345.6,40.6,43813.2,340.4,31.8,20,2349.5,77.4,40139.1,310.5,24.3,12.4,1531.1,193.8,37087.6,208.2,17.3,8.4,1147.4,280.4,35629.8,230.2,12.3,2.7,759.1,130.3
1986,"Chickasha, OK",29.3,35759.6,271.1,14.7,-2.1,554.1,0,38599,289.9,14.1,1.1,645.6,17.6,42391.5,377.6,20.6,5.9,545.3,41.5,46443.9,420.8,24.1,11.1,1074.8,72,49842.3,392.8,27,15.1,1663.7,188.6,51542.2,393.3,32.1,19.9,2338.3,101.5,50741.7,424,37.2,22.8,2783,5.4,47793.7,375.7,33.9,20.4,2358.8,50.2,43874.6,309.5,29.5,19.2,2217.3,184.8,39831.2,312.8,22.2,10.8,1345.4,223.6,36464.3,265.1,14.1,1.9,735,115.1,34850.2,220.8,10.3,-0.2,620.9,28.5
1986,"Clarkdale, LA",29.8,35678.1,291.6,11.7,-5.2,379.9,6.1,38549.3,333.6,9,-5.7,387.3,45.2,42382.8,420.5,13.1,-3.3,408.7,54.4,46478.8,478.2,15.7,-0.5,500.6,20.1,49914.7,541.7,21.7,1.8,391,1.8,51634.2,525.7,27.4,7,397.4,20.3,50824.4,483.7,26.7,9.2,455.3,48.5,47843.2,407.2,27.1,10.2,954.5,108.8,43881.8,398,20.2,5,867.5,84,39795,384.4,15.5,-1.2,569,35.7,36390.8,285.9,11.1,-4,462.2,17.8,34758.1,258.8,7.1,-7.9,348.7,37
1986,"College Station, TX",29,36941.2,284.3,18.2,4.7,881.9,33.1,39321.4,322.2,19.9,7.5,1107.6,53.7,42517.6,411.1,24.2,9.3,1118.6,12.6,45936.3,384.3,26.6,15.5,1508.7,90.7,48791.3,378,27.9,18,2070.2,184.2,50211.3,385.9,32.1,22.2,2674.9,143.7,49543.5,435.4,35.7,23.1,2824.8,2.3,47072.3,377.9,34.3,22.2,2685.4,70.3,43769.4,326.3,32,22.4,2704.4,104.6,40358.6,330.7,25.4,14.4,1725.5,124.9,37530.4,253.5,20,10.2,1307.4,70.2,36182.3,230.2,14.1,5.5,924.1,156.7
1986,"Dallas, TX",28.6,36389.7,281.7,17.1,2.1,736.8,0,38983.6,291.7,17.2,5.3,958.4,81.4,42458.6,394.4,22.8,8.7,1006.6,4.4,46173.8,378.5,25,14.1,1589,165.2,49282.1,390.4,27.5,17.1,1965.3,179.1,50832.1,388.5,32.5,21.6,2593.9,133.2,50102.7,410.4,36.3,23.8,2942.2,74,47409.6,370.7,34.5,22.4,2728.6,77,43818.7,331,31.8,21.7,2606,85,40111.9,315.1,24.4,13.3,1605.4,109.4,37032.5,247.7,17,6.4,1004.5,98.8,35561,220,12.3,3.5,800.1,55.7
1986,"El Paso, TX",27.9,36646.5,317.8,17.9,-1.8,539.1,0,39140.8,345.6,19.9,3.3,654.8,11.2,42486,439.3,23.3,5.3,481.9,4.4,46063.3,494.1,29,11.1,495.2,0,49053.6,498,31.1,13.4,581.9,23.9,50542.8,443.5,33.6,18.7,981.8,63.3,49842.2,440.3,34.1,19.4,1583.9,79.2,47252.6,408.1,34.2,19.5,2121.1,35,43795.7,430.6,31.7,15.4,1657.4,11.6,40226.7,368.5,25.5,8.8,1011.6,20.7,37264.4,285.8,16.8,2.7,732.8,37.7,35850.5,256,12.4,-0.4,595.4,67.2
1986,"Florence, SC",29.8,36000.3,258.3,13.1,-1.4,583.6,38.7,38745.8,301,17.6,4.5,891.6,28.3,42417.1,396.7,21.4,5.3,915.1,92.1,46340.9,438.8,27.1,9.3,1129.7,16.9,49628.4,393.6,29.8,14.8,1549.2,65.6,51270.8,404.8,33.3,20.5,2074.3,49.6,50497.6,403.9,36.4,22.3,2473.4,92,47647.1,318.5,31.3,20.4,2421.3,296.9,43853.3,392.8,30.3,17.9,2069.5,14.9,39938.3,307.3,25.1,12.3,1520.4,91.1,36681.3,215.7,19.6,9.9,1284.3,142.8,35121.9,239.5,14.1,2.1,746.2,76.3
1986,"Jackson, TN",33.6,35595.9,259.5,11,-3.8,486.6,17,38499.3,254.6,12.2,1.8,785.5,73.8,42374.1,396.5,18.5,3,787.8,68.6,46513.9,393.3,23.6,9.1,1192.5,87.8,49987.7,358.2,26.5,15,1746.4,110.4,51726.9,391.6,31.1,19.8,2322.9,173.1,50907.7,394.4,34.6,21.9,2634.9,102.7,47893.2,375.7,30.8,18.6,2171.3,49.4,43889.1,355.8,30.9,18,2090.9,67.7,39758.5,296.8,22.7,9.9,1298.6,87.7,36316.8,199.3,13.9,5.2,937.1,200.2,34665.4,205.4,9,0,634,92.6
1986,"Maricopa, AZ",28.5,36297.5,293.3,23.8,3.8,776.2,0.1,38927.3,316.6,22.6,5.8,906.7,33.8,42448.7,406.2,27.9,9.3,777.9,24.2,46213.4,492.8,31.1,10.9,559.7,0,49364.1,513.4,36.2,15.2,663.2,0,50935.9,492.3,41.3,21.5,1000.3,0,50196.2,457.7,39.8,23.3,1113.7,34.2,47465.8,446.1,40.9,24.9,1235.4,6.1,43826.9,445,35.4,17.2,811.7,7.6,40070.8,380.6,30.3,11,558.8,16.8,36949.4,302.8,24.8,6.6,481.8,2.5,35457.1,247,19.3,3.2,707.1,84
1986,"Pecos, TX",27.9,36735.7,320.2,19.3,-2,542.7,8.1,39195.5,357.8,21.8,1.8,694.4,2.8,42495.6,459.9,27.2,4.5,567.8,0,46024.9,507.1,32,10.6,484.1,0,48974.2,489.4,33.4,12.8,559.3,53.3,50442.4,438.8,34.9,18.7,1199.8,83.6,49751.8,465.5,37,19.7,1954.7,33.8,47198,390,35.6,19.9,2194.3,67.9,43787.8,405.3,32.2,16.9,1915,65.5,40266.6,333.8,25.1,10.2,1279,83.8,37344.9,311.8,19.6,3,787.3,24,35951,251.1,13.6,-0.3,610.7,105.2
1986,"Safford, AZ",27.5,36359,302,19.2,-0.2,574.1,5.1,38964.9,324.9,18.7,2.8,594.3,35.5,42455.3,406.3,22.8,5.7,600.1,35.7,46186.9,482.9,26.9,8.5,652.6,3.2,49309.4,502.5,31.3,12.4,580.8,7.2,50866.6,482.1,36,18.1,795.4,14.9,50133.8,445.6,34.5,19.6,1080,67.3,47428.3,412.4,35.6,20.9,1655.5,29,43821.4,439.5,31.9,14.3,1291.3,12.3,40098.2,363.5,26,8.6,937.3,31,37004.9,275.2,18.5,3.8,825,56,35526.5,250.1,13.9,0.5,649.9,24.3
1986,"Saint Joseph, LA",30.3,36601.6,275.2,15.8,1,677.1,31.3,39113.3,291.1,18.6,6.1,1036.4,44.2,42481.2,404.5,22.7,7.1,1041.8,84.8,46082.6,404.4,26.2,12.3,1449.9,90.1,49093.5,369.7,29,17.6,2035.8,226.9,50593.4,394.6,32.5,21.3,2533.8,95.2,49887.8,398.6,34.5,22.8,2775.6,75.9,47280,393,33.2,20.5,2426.8,97.5,43799.8,343.7,32.3,20.3,2397.2,79.2,40206.6,317,25.1,13.2,1605.3,143.4,37223.9,214.1,19.8,10.4,1319.4,240.4,35799.9,222.3,12.7,3.9,842.4,150.7
1986,"Salome, AZ",28.1,36110.8,283.2,21.9,5.6,612.1,6.3,38813.2,330.2,20.9,6.4,597.4,14.1,42428.8,406.5,25.4,9.7,554.1,28.1,46293.5,480.3,28,11.3,547.5,2,49530.1,507,33.1,15,651.7,0,51146.2,487.3,38.6,21.1,968.5,0,50385.5,453.8,37.5,22.6,1065.9,23.5,47579.7,435.6,38.5,24.8,1226.1,0,43843.5,435.6,31.8,16.8,774.4,12.5,39987.5,369.5,27.5,12,658.8,20.9,36780.9,284.9,22.6,8.1,677.5,13.3,35246.5,254.1,17.5,3.7,731.8,24
1986,"Shafter, CA",28,35628.9,240.8,17.8,6.1,838.6,32,38519.4,293.1,18.7,7.2,952.1,29.9,42377.6,368.9,22.4,9.4,1061.8,61.1,46499.8,456.9,24.6,9.3,953.3,8.8,49958.4,490.7,30.1,12.7,763.1,0,51689.7,498.8,34.9,16.8,754.6,0,50874.3,482.2,35.7,18.2,796.3,0,47873.2,474.5,37.3,19,841.8,0,43886.2,413.5,29.1,12.9,566.9,1.3,39773.2,368.4,27.2,9.8,447.5,0,36346.4,270.5,21.1,5.3,397.4,17.3,34702.6,196.4,13.5,3.3,596.6,17.3
1986,"Stoneville, MS",30.3,36204.6,274.2,14.4,-0.4,612.1,13.5,38870.5,279.4,15.9,4.7,928.8,50.4,42438.8,399.5,21.6,6.3,936.9,55.7,46253.3,410.3,25.7,12.1,1321.1,51.1,49446.8,366.5,28.4,17.4,1936.9,166.7,51040.6,386.4,32.7,21.4,2550.1,108.2,50290.4,416.8,36,23,2815.3,32,47522.5,398.2,33.3,19.9,2341.4,43.1,43835.1,362.6,32.5,19.7,2146.7,45.5,40029.3,306.3,24.1,12.3,1449.1,150.2,36865.5,210.9,16.7,8.3,1143.7,316,35352.3,215.7,10.5,2.7,761.2,94.3
1986,"Weslaco, TX",28.6,38022.3,314.2,22.4,8.8,1171.4,16.7,39986.2,351.6,24.9,11.8,1414.2,33.3,42634,421.7,28.1,14,1361,0.7,45468.4,422.1,30.7,20.4,1029.9,24.2,47827.9,432.8,31.4,21.6,1285.3,116.4,48996.4,389.7,33.6,23.7,2896.5,89,48447.3,423.8,35.7,23.8,2940.8,19.3,46408.5,388.3,35.6,24,2935.7,36.5,43672.3,366.1,34.1,23.9,2556.5,66.8,40844.6,343.2,29.9,19,2188.9,54.5,38507.6,275.3,24.2,13.9,1684.7,103.1,37398.4,252.5,19.1,9.9,1263.8,88.4
1987,"Altus, OK",27.4,35872.6,271.4,9,-3.4,496.3,56.1,38667.9,265.3,13.8,2.6,749.4,80.5,42403.5,412.7,17.3,2.9,773.3,44.2,46395.6,482.8,25.3,7.1,901.2,0,49741.9,384.2,29.3,15.5,1429.8,259.7,51414.7,410.9,32.1,19.1,2225.3,123.7,50627.1,414.2,34.3,20.9,2490.8,56,47724.9,383.3,35.2,21.1,2540.2,74.2,43864.6,373.8,30.2,15.8,1813,83.6,39881.5,342.7,25.1,8.8,1161,48.6,36566.2,265.3,17.8,3.7,855.6,7.4,34977.8,218.8,10.5,-2,550.8,70.2
1987,"Artesia, NM",24.9,36359,311.4,14.1,-4.2,366,6.3,38964.9,309.3,15.6,-0.4,439.6,35.4,42455.3,451.1,18.9,0.6,372.3,7.8,46186.9,491.8,23.9,4.7,370.4,6.8,49309.4,468.1,28,11.5,565.5,38.4,50866.6,463.3,32.3,15.7,1204.6,77.7,50133.8,460.8,35.1,17.7,1458.2,7.7,47428.3,404.1,33.7,18.1,1809.2,81.4,43821.4,430.7,29.6,12.8,1199.9,20.1,40098.2,379.5,27.1,8.2,980.6,11.2,37004.9,314,19.1,0.5,627,11.4,35526.5,278.6,13.6,-4.1,373.7,35.7
1987,"Bossier City, LA",28.7,36450.6,260.4,13.1,0.2,645.2,62.1,39020.9,255.4,15.9,4.6,874.1,223,42465.1,415.6,20.3,5.4,928.5,42.3,46147.6,473.5,26.4,8.1,1126.3,10.6,49227.9,348.6,30.1,17.8,2040.9,120.8,50763.4,392.6,32,19.9,2279.5,120.6,50040.9,405.7,33.7,21.3,2540.3,31.8,47372.3,376.8,35.6,22.7,2761.2,58.6,43813.2,387.2,31.6,16.8,1882.6,41.7,40139.1,351.3,25.4,8.3,1063.8,115.8,37087.6,254.6,19.7,6.1,991,237.2,35629.8,226.2,15.4,3.6,831.5,210.8
1987,"Chickasha, OK",29.5,35759.6,261.2,8.2,-3.6,496.1,58.6,38599,261.1,13.7,2.3,737.4,109.1,42391.5,397.1,17.1,3,786.6,47.1,46443.9,477,25.2,7.5,1022.5,18.1,49842.3,373.8,29.2,16,1674.3,299.2,51542.2,404.3,31.3,18.8,2194.2,142.5,50741.7,396.3,32.4,20.8,2474.4,94.9,47793.7,392,34.5,21.3,2563.4,54.3,43874.6,371.4,29.1,15.3,1762.6,99.8,39831.2,331.1,23.2,8.3,1137.5,51.2,36464.3,247.3,16.7,4.1,880.7,38.5,34850.2,215.5,10.2,-1.3,579.5,99
1987,"Clarkdale, LA",25.1,35678.1,309.3,6.4,-9.9,312.9,77.1,38549.3,360.3,5.7,-7.6,364.5,78.1,42382.8,496.4,7.5,-7.5,362.9,39,46478.8,596.6,16.4,-1.5,481.2,9.4,49914.7,515.3,19.5,2,544.5,38.9,51634.2,574.8,27.8,5,340.3,0,50824.4,480.1,27.3,6.9,471.6,69.8,47843.2,462,26,8.2,895.9,62.1,43881.8,454.1,24.2,3.9,711.4,19.6,39795,337.2,19.4,2.3,722,100.8,36390.8,291.5,9.6,-4.5,459.3,56.6,34758.1,258.4,5.1,-9.5,319.1,52.4
1987,"Dallas, TX",23.2,36389.7,264.8,13.4,1.3,689.1,35.5,38983.6,249.1,15.8,5.3,912.5,115.5,42458.6,418.7,19.2,5.9,962.1,57.1,46173.8,466.9,26.4,10.3,1236.2,4.9,49282.1,350.9,29.6,18.2,2100.6,199.6,50832.1,384.2,32,20.9,2481.1,123.2,50102.7,405.3,34.4,22.5,2734.6,39.1,47409.6,376.4,36.7,24.1,3011,23,43818.7,391.4,31.9,18.3,1849.3,33.7,40111.9,349.3,26.5,11.6,1091,10.4,37032.5,258.3,19.5,7.3,1009,116.7,35561,231.8,14.2,3.2,797.4,85.5
1987,"El Paso, TX",24.1,36646.5,318.1,14.3,-3.9,322.2,0,39140.8,361.3,17.4,-0.4,331.4,5.8,42486,456.3,20.4,2.2,277.8,0,46063.3,496,25.2,7,372,0,49053.6,518.6,30,12.2,527.5,3.1,50542.8,498.6,35.1,16.8,728.8,53.1,49842.2,469.6,36.2,19.3,892.4,6.2,47252.6,434,34,18.8,1372.9,82.9,43795.7,426.3,30.6,14.3,1379.3,25.4,40226.7,380.6,28.8,10.7,1157.3,3.2,37264.4,333.5,20,1.7,617.7,0.8,35850.5,272.9,14.1,-3,325.9,40.5
1987,"Florence, SC",25.9,36000.3,242.6,11.9,0.1,629.6,136,38745.8,286.7,13.1,1,669.6,134.3,42417.1,376.7,18.6,5.1,926.7,125.5,46340.9,447.9,23.1,8,1115.9,27,49628.4,423.9,29.7,15.1,1720.1,20.4,51270.8,374,31.9,19.9,2227.6,138.6,50497.6,412.5,34.5,21,2443.5,78.8,47647.1,337.3,33.3,21.9,2638.8,173.1,43853.3,353.2,29.4,18.2,2130.1,155.4,39938.3,363.8,22.3,6,954,38,36681.3,251.5,21,5.7,975.7,93,35121.9,224.2,15.7,2.9,804.3,58.6
1987,"Jackson, TN",28.8,35595.9,232,7.7,-2.4,530.9,37.5,38499.3,247.8,11.6,1.5,695.8,170.9,42374.1,386.2,18.2,4.6,881.8,59.8,46513.9,441.7,22.3,6.7,1024.2,48.1,49987.7,370.7,29.4,16.6,1916.5,78.4,51726.9,384.8,31.3,18.9,2146,133.9,50907.7,395.1,32.3,20.5,2428.2,86.4,47893.2,383.5,33.7,20.9,2492.1,52.6,43889.1,367,29.4,14.7,1717.5,79.3,39758.5,338.6,20.8,4.2,854.8,46.8,36316.8,209.8,17.4,5.1,934.6,168.5,34665.4,208.2,11.9,1,679.3,288.3
1987,"Lamesa, TX",26.3,36389.7,299,12.6,-2.5,326.8,13.4,38983.6,279.7,14.3,1.5,570.2,62.6,42458.6,448.3,17.2,1.2,543.6,14.2,46173.8,490.4,24.2,5.9,603.4,3.6,49282.1,403.7,27.3,13,1053.8,259.8,50832.1,442,31,17.3,1986.1,79.5,50102.7,434.4,33.3,19.1,2215.5,37.3,47409.6,412.1,33.6,19.1,2222.7,52.2,43818.7,394.8,29,14.6,1656.7,106,40111.9,369.3,26.4,9.3,1186.3,4.4,37032.5,301.8,18.6,2.1,766.7,3.7,35561,246.7,13.1,-2.1,444.1,26.1
1987,"Maricopa, AZ",26.5,36297.5,285.5,19.3,1.4,649.9,10.6,38927.3,324.8,21.2,5.3,586.9,47.1,42448.7,431.4,24.1,6.7,689.8,4.4,46213.4,490,32.8,12.7,597.9,0,49364.1,491.5,34.3,16.6,727.7,0,50935.9,510.8,41,21.3,983.2,0,50196.2,473.7,41.1,21.9,1031.4,8.2,47465.8,451.4,39.6,23.7,1146.6,11.4,43826.9,432.3,36.8,19.3,867,16.8,40070.8,357.1,33.4,15.5,852.6,18.4,36949.4,300,23.3,6.9,880.8,27.4,35457.1,244.5,17.1,2.1,696.3,33.3
1987,"Pecos, TX",23.7,36735.7,313.4,16,-2.4,223,6.6,39195.5,318,17.9,1.9,365.3,34.3,42495.6,462.5,20.9,1.8,326.9,17.4,46024.9,473.1,25.8,6.2,536.3,36.2,48974.2,466.8,29.8,13.1,787,28.7,50442.4,482.6,34.2,17.4,1114.6,24.2,49751.8,469.5,36.5,20,1144.2,4.4,47198,448.5,35.8,20.1,1177.9,101.8,43787.8,420.7,31.5,15.2,1472.7,25.9,40266.6,371.1,28.8,10.6,1217.6,10.1,37344.9,331.4,21.4,2.2,745.8,1.9,35951,286.1,17,-2.2,285.3,5.7
1987,"Safford, AZ",21.8,36359,292,14.9,-2.2,507.1,10.3,38964.9,332.7,16.7,0.4,526.2,35.3,42455.3,434.8,19.7,1.9,525.2,12.5,46186.9,482.6,26.8,8.3,490.1,7.4,49309.4,507,29.6,12,548.4,8.4,50866.6,512,36.1,17,740.4,5.4,50133.8,459.3,36.4,18.6,825.2,26.1,47428.3,459.4,34.4,19.1,924.4,34.8,43821.4,443.5,32,14.5,851.5,13,40098.2,357.1,29.4,11.7,1020.5,13,37004.9,315.7,19.5,2.4,558.2,13.2,35526.5,237.4,12.9,-1.4,484,53.2
1987,"Shafter, CA",27,35628.9,244.2,13.4,2,716.3,53.2,38519.4,314.8,18.1,4.6,835.4,21.7,42377.6,378.9,20.3,6.6,878.8,32.9,46499.8,479.8,28.7,10.9,610.5,4.3,49958.4,470.2,30.8,14.3,635.7,0,51689.7,498.7,34.8,16.9,734,6.1,50874.3,491.5,33.2,16,694.2,0,47873.2,478.5,35.7,17.4,762.6,0,43886.2,433.2,33.4,15.3,658.5,0,39773.2,322.1,29.1,13.9,635.4,12.3,36346.4,246.8,17.8,6.4,841.2,51.4,34702.6,224.3,13.8,2.2,726.7,24
1987,"Stoneville, MS",27.7,36204.6,258,10.6,0.2,638.9,74.4,38870.5,256.6,14,4.5,864.9,248.2,42438.8,399.8,18.9,6.7,1017,139.9,46253.3,457.8,24.9,9.6,1251.2,44.3,49446.8,346.4,30,18.9,2195.1,197.4,51040.6,392.3,32,20.8,2468.8,104.4,50290.4,399.7,33.3,21.9,2632.8,86.1,47522.5,374,34.3,23,2811.7,33.6,43835.1,394.1,31.1,17.1,1972.3,60,40029.3,354.1,24.1,7.7,997.5,11.7,36865.5,235.9,18.9,6.6,1006.5,271.6,35352.3,229.1,14.7,3.5,810.5,158.9
1987,"Thrall, TX",23.9,36955.7,286.4,15.3,2.4,752.3,24.9,39330.3,278.4,17.5,6.2,974.2,104.2,42519.1,438.7,20.7,6.2,972.8,32.5,45930,465.1,26.8,10.3,1197.6,27.8,48778.4,341.2,28.9,18.3,2117.8,224.4,50195,394.8,31.2,20.8,2470.1,187,49528.7,409.6,33.4,22.1,2658.6,59.7,47063.4,391.8,35.3,23,2813.2,25,43768.1,376.7,31.7,18.5,2099.6,89.1,40365.1,359.2,27.3,12.1,1407.5,12.9,37543.5,278.9,21.1,8.1,1135,99.6,36198.7,243,16.6,4.6,884.3,65.4
1987,"University Park, NM",27.5,36511.3,315.1,14.2,-4.7,327.3,4.6,39058,361.2,16.9,-1.5,301.2,7.2,42471.6,453.3,19.4,1,256.5,0,46121.5,500.4,24.6,5.8,340.9,1.9,49173.9,523.5,29,10.9,484.1,0,50695.1,507,34.3,15.6,670.6,27.2,49979.4,470.7,35.5,18.2,796.3,10.7,47335.2,451.6,33.5,17.7,1038.8,103,43807.8,426.2,29.9,13.2,1336.7,16.7,40166.2,375.4,27.9,9.6,1135.6,8.5,37142.3,328.4,19.2,0.6,619,6.6,35698.1,267,12.7,-4.3,328.5,34.6
1987,"W Side Field Station, CA",26.8,35379.2,236.7,12.7,1.8,708.7,38.9,38367.5,306.6,17.5,4.2,812.5,32.6,42351.2,373.6,19.9,6.1,896.3,51.6,46606.4,477.5,28.4,9.8,788.8,0,50180.1,467,30.1,12.8,678,0,51971.5,500.3,33.2,15.3,657.2,0,51127.6,490,32.7,15.4,662.2,0,48024.9,477.8,34,15.4,662.5,0,43908.3,430.2,32.6,14.1,605.5,0,39662.4,303.8,28.7,13.1,661.9,26.4,36121.5,259.1,17.5,5.3,586.6,12.1,34420.5,213.2,13.3,2.4,709.5,29
1987,"Yuma, AZ",25.8,36404.9,290.1,19.8,4.9,558.4,0,38993,353.1,23,7.2,375.4,5.8,42460.2,431.7,25.3,8.8,415.7,0,46167.2,487.9,32.9,14.5,625.7,0,49268.5,479.9,34.6,17.9,788.9,0,50814.8,510.5,40.6,21.6,995.2,0,50087.2,461.8,40.7,23.6,1138.4,0,47400.2,456.6,40.8,24.9,1239.8,3.5,43817.3,434.7,38.6,21.3,986.5,1.5,40118.7,342.9,33.7,18.3,816.8,22.2,37046.3,307.5,24.1,9.8,585.5,7,35578.2,247.9,17.8,4.9,619.6,10.8
1988,"Altus, OK",25.4,35872.6,286.6,8.1,-4.8,415.7,29.8,38728.5,341.7,13.3,-2.5,375.1,1.7,42536,389.3,19.6,2.3,629.4,90.1,46520.5,432.9,24.2,6.7,854.9,74.4,49829.3,428.5,29.1,14,1502.7,31,51429.4,434.4,34.5,18.7,1778.2,79.1,50561.3,405.4,35.2,21.4,2366.7,38.3,47608.3,415.5,36.7,21.3,2182.2,11.1,43731.9,353.1,30.5,16,1777.3,201.1,39757.3,337.2,23.9,9.2,1169,9.1,36480.5,284.2,19.5,2.9,779.8,13.3,34964.4,245.4,14.5,-1.5,524.8,16.7
1988,"Beeville, TX",22.6,37494.3,300.9,16.1,3.9,723.7,16.9,39708.3,358.5,19.9,7,690.9,12.4,42680.7,408.2,24.3,10.7,740.3,29.5,45794.8,476.2,29.4,14.1,729.3,25.3,48366.2,441.5,30.7,18.3,1164.3,31.7,49600.7,466.8,34.4,21.1,1521.5,26.4,48931.9,407.1,35.8,23.8,1901,42.9,46642.4,431.6,36.8,23.8,1887.6,46.5,43616,365.8,33.6,21.4,2294.8,137.9,40510,352.4,30.2,16.7,1921,36.9,37963.9,305.8,26.9,13.3,1625.2,4.2,36794.5,264.2,21.4,8.6,1170.8,24.7
1988,"Belle Mina, AL",22.8,35872.6,253.6,8,-2.3,552,141.2,38728.5,330.4,12.3,-1.9,579.9,54.1,42536,351.3,18.1,3.6,840.9,82,46520.5,409.3,22.9,8.4,1142.3,125.1,49829.3,441.2,27.7,11.4,1367.9,58.5,51429.4,443.5,33.3,16.5,1887.9,8,50561.3,361.2,32.3,20.4,2268.1,140.1,47608.3,408.7,33.9,20.5,2338.1,26.4,43731.9,333.4,28.3,16.8,1941.4,177,39757.3,336.4,20,6.3,993.2,72.8,36480.5,250.7,18.2,5,904.7,179.3,34964.4,228.4,12.6,-0.5,627.2,110.3
1988,"Bossier City, LA",22.9,36450.6,264.1,11.2,-1.1,600.2,57.6,39076.8,318.3,15.4,2.1,754.7,91.2,42587.3,363.6,19.9,5.7,963.1,104.5,46262.7,434.6,25.5,9.9,1248.3,76,49308.2,448.8,29.6,13.8,1567.4,15.3,50776.8,427.6,33.5,18.6,1840.7,16,49980.5,400.1,34.4,21.7,2014.8,124.2,47265,368.4,33.9,22.1,2580.1,105.7,43690.8,374.4,31.6,18.1,2130.8,49.8,40024.7,313.4,24,10.1,1264.2,121.9,37008.9,277.2,21.4,7,1054.4,173.1,35617.5,233.6,15.8,2.1,737.2,120.4
1988,"Chickasha, OK",25.3,35759.6,285.8,7.2,-5,471.4,36.3,38660.5,335.2,12.3,-2.5,463.8,7.2,42526,375,17.8,2.4,735.5,160.5,46570.8,403.9,22.8,7.3,1049.7,86.3,49931.1,424.3,28.3,14.1,1645.6,22.1,51557.1,426.8,33,18.3,2073.9,63,50674.9,426.3,34.7,21.1,1908.6,9.5,47675.4,413.5,35.7,21.1,1967.5,37.8,43739.9,363,30.2,15.5,1599.1,148.4,39705.1,303.4,21.8,9,1165.3,58.9,36377.2,273.8,17.8,3.7,829.9,45.6,34836.6,235.2,13.8,-0.6,607.6,29.5
1988,"College Station, TX",23.2,36941.2,285.5,13.8,1.4,719.5,13.1,39373.2,331.5,16.9,4.3,844.2,34.9,42631.1,377.1,21.8,8.6,1100.8,79.6,46043.2,448.1,26.3,11.8,1221.6,46.8,48865.7,421.5,28.9,16,1679.4,62.4,50223.7,425.1,32.5,19.6,2113.5,41.3,49487.6,407.4,34.7,22.6,2509.1,46.1,46972.8,408.4,36.5,23.3,2448.2,29.2,43655.7,392.1,33.2,19.8,1738.3,15.9,40252.4,344.7,28.1,14.4,1192.5,51.7,37457.6,297.9,24,10.3,1281.6,25.9,36171,239.5,18,5.7,951,70.7
